2023-05-14 18:38:11,728	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, 0.0 precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-14 18:39:33,280	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	INFO	Training sentiment analyzer: <NLTKSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-14 18:41:57,026	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	INFO	Training succeeded!
2023-05-14 18:41:57,039	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	INFO	Evaluating sentiment analyzer: <NLTKSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-14 18:43:07,168	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 1.06 mean absolute error, 4.24 mean squared error, 0.636 recall of 1.0, 0.7930174563591023 precision of 1.0, 0.834 recall of 5.0, 0.6961602671118531 precision of 5.0, 735 perfect matches.
2023-05-14 18:43:07,758	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 18:43:07,758	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 1.06 mean absolute error, 4.24 mean squared error, 0.636 recall of 1.0, 0.7930174563591023 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.834 recall of 5.0, 0.6961602671118531 precision of 5.0, 735 perfect matches.
2023-05-14 18:44:31,061	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.LowercaseTokenizer.1	INFO	Training sentiment analyzer: <NLTKSentimentAnalyzer with <LowercaseTokenizer> tokenizer>
2023-05-14 18:46:48,646	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.LowercaseTokenizer.1	INFO	Training succeeded!
2023-05-14 18:46:48,670	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.LowercaseTokenizer.1	INFO	Evaluating sentiment analyzer: <NLTKSentimentAnalyzer with <LowercaseTokenizer> tokenizer>
2023-05-14 18:47:53,603	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.LowercaseTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 0.984 mean absolute error, 3.936 mean squared error, 0.676 recall of 1.0, 0.8009478672985783 precision of 1.0, 0.832 recall of 5.0, 0.7197231833910035 precision of 5.0, 754 perfect matches.
2023-05-14 18:47:54,612	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.LowercaseTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 18:47:54,613	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.LowercaseTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 0.984 mean absolute error, 3.936 mean squared error, 0.676 recall of 1.0, 0.8009478672985783 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.832 recall of 5.0, 0.7197231833910035 precision of 5.0, 754 perfect matches.
2023-05-14 18:49:28,434	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.NLTKWordTokenizer.1	INFO	Training sentiment analyzer: <NLTKSentimentAnalyzer with <NLTKWordTokenizer> tokenizer>
2023-05-14 18:52:31,950	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.NLTKWordTokenizer.1	INFO	Training succeeded!
2023-05-14 18:52:31,971	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.NLTKWordTokenizer.1	INFO	Evaluating sentiment analyzer: <NLTKSentimentAnalyzer with <NLTKWordTokenizer> tokenizer>
2023-05-14 18:53:50,016	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.NLTKWordTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 1.212 mean absolute error, 4.848 mean squared error, 0.57 recall of 1.0, 0.7640750670241286 precision of 1.0, 0.824 recall of 5.0, 0.6570972886762361 precision of 5.0, 697 perfect matches.
2023-05-14 18:53:50,208	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.NLTKWordTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 18:53:50,209	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.NLTKWordTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 1.212 mean absolute error, 4.848 mean squared error, 0.57 recall of 1.0, 0.7640750670241286 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.824 recall of 5.0, 0.6570972886762361 precision of 5.0, 697 perfect matches.
2023-05-14 18:55:14,633	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizer.1	INFO	Training sentiment analyzer: <NLTKSentimentAnalyzer with <PottsTokenizer> tokenizer>
2023-05-14 18:57:29,055	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizer.1	INFO	Training succeeded!
2023-05-14 18:57:29,071	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizer.1	INFO	Evaluating sentiment analyzer: <NLTKSentimentAnalyzer with <PottsTokenizer> tokenizer>
2023-05-14 18:58:31,040	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 1.084 mean absolute error, 4.336 mean squared error, 0.598 recall of 1.0, 0.8102981029810298 precision of 1.0, 0.86 recall of 5.0, 0.6814580031695721 precision of 5.0, 729 perfect matches.
2023-05-14 18:58:31,276	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 18:58:31,276	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 1.084 mean absolute error, 4.336 mean squared error, 0.598 recall of 1.0, 0.8102981029810298 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.86 recall of 5.0, 0.6814580031695721 precision of 5.0, 729 perfect matches.
2023-05-14 18:59:55,772	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizerWithNegation.1	INFO	Training sentiment analyzer: <NLTKSentimentAnalyzer with <PottsTokenizerWithNegation> tokenizer>
2023-05-14 19:02:48,694	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizerWithNegation.1	INFO	Training succeeded!
2023-05-14 19:02:48,695	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizerWithNegation.1	INFO	Evaluating sentiment analyzer: <NLTKSentimentAnalyzer with <PottsTokenizerWithNegation> tokenizer>
2023-05-14 19:04:08,500	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizerWithNegation.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 0.996 mean absolute error, 3.984 mean squared error, 0.644 recall of 1.0, 0.8193384223918575 precision of 1.0, 0.858 recall of 5.0, 0.7067545304777595 precision of 5.0, 751 perfect matches.
2023-05-14 19:04:09,319	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizerWithNegation	INFO	Reached target of 1 runs, moving on...
2023-05-14 19:04:09,320	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PottsTokenizerWithNegation	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 0.996 mean absolute error, 3.984 mean squared error, 0.644 recall of 1.0, 0.8193384223918575 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.858 recall of 5.0, 0.7067545304777595 precision of 5.0, 751 perfect matches.
2023-05-14 19:05:46,832	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.HuggingBertTokenizer.1	INFO	Training sentiment analyzer: <NLTKSentimentAnalyzer with <HuggingBertTokenizer> tokenizer>
2023-05-14 19:08:55,430	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.HuggingBertTokenizer.1	INFO	Training succeeded!
2023-05-14 19:08:55,430	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.HuggingBertTokenizer.1	INFO	Evaluating sentiment analyzer: <NLTKSentimentAnalyzer with <HuggingBertTokenizer> tokenizer>
2023-05-14 19:10:20,916	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.HuggingBertTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 1.08 mean absolute error, 4.32 mean squared error, 0.626 recall of 1.0, 0.7904040404040404 precision of 1.0, 0.834 recall of 5.0, 0.6903973509933775 precision of 5.0, 730 perfect matches.
2023-05-14 19:10:21,510	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.HuggingBertTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 19:10:21,511	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.HuggingBertTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 1.08 mean absolute error, 4.32 mean squared error, 0.626 recall of 1.0, 0.7904040404040404 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.834 recall of 5.0, 0.6903973509933775 precision of 5.0, 730 perfect matches.
2023-05-14 19:11:48,800	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.1	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-14 19:12:27,758	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.1	ERROR	Training failed, trying again with a different dataset...
2023-05-14 19:13:55,396	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.2	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-14 19:14:33,383	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.2	ERROR	Training failed, trying again with a different dataset...
2023-05-14 19:15:58,180	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.3	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-14 19:16:33,561	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.3	ERROR	Training failed, trying again with a different dataset...
2023-05-14 19:18:01,239	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.4	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-14 19:24:27,166	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.4	INFO	Training succeeded!
2023-05-14 19:24:27,201	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.4	INFO	Evaluating sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-14 19:25:45,123	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer.4	INFO	Evaluation results: Evaluation results: 1000 evaluated, 0.532 mean absolute error, 2.128 mean squared error, 0.908 recall of 1.0, 0.8391866913123844 precision of 1.0, 0.826 recall of 5.0, 0.8997821350762527 precision of 5.0, 867 perfect matches.
2023-05-14 19:25:45,413	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 19:25:45,414	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PlainTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 0.532 mean absolute error, 2.128 mean squared error, 0.908 recall of 1.0, 0.8391866913123844 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.826 recall of 5.0, 0.8997821350762527 precision of 5.0, 867 perfect matches.
2023-05-14 19:27:12,009	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.LowercaseTokenizer.1	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <LowercaseTokenizer> tokenizer>
2023-05-14 19:27:48,254	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.LowercaseTokenizer.1	ERROR	Training failed, trying again with a different dataset...
2023-05-14 19:29:18,455	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.LowercaseTokenizer.2	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <LowercaseTokenizer> tokenizer>
2023-05-14 19:35:45,213	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.LowercaseTokenizer.2	INFO	Training succeeded!
2023-05-14 19:35:45,254	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.LowercaseTokenizer.2	INFO	Evaluating sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <LowercaseTokenizer> tokenizer>
2023-05-14 19:37:03,922	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.LowercaseTokenizer.2	INFO	Evaluation results: Evaluation results: 1000 evaluated, 0.624 mean absolute error, 2.496 mean squared error, 0.894 recall of 1.0, 0.8127272727272727 precision of 1.0, 0.794 recall of 5.0, 0.8822222222222222 precision of 5.0, 844 perfect matches.
2023-05-14 19:37:04,560	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.LowercaseTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 19:37:04,561	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.LowercaseTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 0.624 mean absolute error, 2.496 mean squared error, 0.894 recall of 1.0, 0.8127272727272727 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.794 recall of 5.0, 0.8822222222222222 precision of 5.0, 844 perfect matches.
2023-05-14 19:38:33,403	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.NLTKWordTokenizer.1	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <NLTKWordTokenizer> tokenizer>
2023-05-14 19:40:48,106	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.NLTKWordTokenizer.1	ERROR	Training failed, trying again with a different dataset...
2023-05-14 19:42:50,532	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.NLTKWordTokenizer.2	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <NLTKWordTokenizer> tokenizer>
2023-05-14 19:49:34,232	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.NLTKWordTokenizer.2	INFO	Training succeeded!
2023-05-14 19:49:34,273	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.NLTKWordTokenizer.2	INFO	Evaluating sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <NLTKWordTokenizer> tokenizer>
2023-05-14 19:50:54,338	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.NLTKWordTokenizer.2	INFO	Evaluation results: Evaluation results: 1000 evaluated, 0.588 mean absolute error, 2.352 mean squared error, 0.842 recall of 1.0, 0.8609406952965235 precision of 1.0, 0.864 recall of 5.0, 0.8454011741682974 precision of 5.0, 853 perfect matches.
2023-05-14 19:50:54,842	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.NLTKWordTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 19:50:54,843	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.NLTKWordTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 0.588 mean absolute error, 2.352 mean squared error, 0.842 recall of 1.0, 0.8609406952965235 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.864 recall of 5.0, 0.8454011741682974 precision of 5.0, 853 perfect matches.
2023-05-14 19:53:22,417	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizer.1	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PottsTokenizer> tokenizer>
2023-05-14 19:54:00,872	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizer.1	ERROR	Training failed, trying again with a different dataset...
2023-05-14 19:55:31,493	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizer.2	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PottsTokenizer> tokenizer>
2023-05-14 20:01:59,394	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizer.2	INFO	Training succeeded!
2023-05-14 20:01:59,428	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizer.2	INFO	Evaluating sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PottsTokenizer> tokenizer>
2023-05-14 20:03:19,661	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizer.2	INFO	Evaluation results: Evaluation results: 1000 evaluated, 0.48 mean absolute error, 1.92 mean squared error, 0.84 recall of 1.0, 0.9130434782608695 precision of 1.0, 0.92 recall of 5.0, 0.8518518518518519 precision of 5.0, 880 perfect matches.
2023-05-14 20:03:19,973	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizer	INFO	Reached target of 1 runs, moving on...
2023-05-14 20:03:19,973	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizer	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 0.48 mean absolute error, 1.92 mean squared error, 0.84 recall of 1.0, 0.9130434782608695 precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, inf precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.92 recall of 5.0, 0.8518518518518519 precision of 5.0, 880 perfect matches.
2023-05-14 20:04:45,745	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizerWithNegation.1	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PottsTokenizerWithNegation> tokenizer>
2023-05-14 20:05:00,440	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizerWithNegation.1	ERROR	Training failed, trying again with a different dataset...
2023-05-14 20:06:28,188	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizerWithNegation.2	INFO	Training sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PottsTokenizerWithNegation> tokenizer>
2023-05-14 20:12:39,786	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizerWithNegation.2	INFO	Training succeeded!
2023-05-14 20:12:39,809	__main__.sample_reviews_polar.TensorflowPolarSentimentAnalyzer.PottsTokenizerWithNegation.2	INFO	Evaluating sentiment analyzer: <TensorflowPolarSentimentAnalyzer with <PottsTokenizerWithNegation> tokenizer>
